http://tour-guide.org/resource/review/84474_r6	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/review/23_19	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Review
http://tour-guide.org/resource/place/88113	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://tour-guide.org/ontology#Place
https://example.org/tourguide/place/467908	https://example.org/tourguide#hasTopic	https://example.org/tourguide#Culture
https://example.org/tourguide/place/463607	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Place
https://example.org/tourguide/place/306804	https://example.org/tourguide#locatedIn	https://example.org/tourguide/city/Paris
https://example.org/tourguide/place/83830	https://example.org/tourguide#locatedIn	https://example.org/tourguide/city/Paris
http://tour-guide.org/resource/review/88122_r4	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/review/20_8	https://example.org/tourguide#aboutPlace	https://example.org/tourguide/place/86290
https://example.org/tourguide/review/6_11	https://example.org/tourguide#authoredBy	https://example.org/tourguide/tourist/6
http://tour-guide.org/resource/review/83503_r14	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
http://tour-guide.org/resource/review/83482_r20	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/wikivoyage/place/canada-4f9712e5a3	https://example.org/tourguide#hasTopic	https://example.org/tourguide#Culture
http://tour-guide.org/resource/review/83785_r126	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
http://tour-guide.org/resource/review/89887_r0	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/place/85354	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Place
https://example.org/tourguide/place/85775	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Place
http://tour-guide.org/resource/review/91211_r121	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/place/85568	https://example.org/tourguide#hasTopic	https://example.org/tourguide#Food
https://example.org/tourguide/place/88855	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Place
https://example.org/tourguide/place/83485	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Attraction
http://tour-guide.org/resource/review/91211_r207	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/place/89849	https://example.org/tourguide#hasTopic	https://example.org/tourguide#Food
http://tour-guide.org/resource/review/83997_r29	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
http://tour-guide.org/resource/place/86970	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://tour-guide.org/ontology#Place
https://example.org/tourguide/place/87532	https://example.org/tourguide#locatedIn	https://example.org/tourguide/city/Paris
https://example.org/tourguide/tourist/28	https://example.org/tourguide#wroteReview	https://example.org/tourguide/review/28_13
https://example.org/tourguide/place/84474	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Place
https://example.org/tourguide/place/85477	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Restaurant
https://example.org/tourguide/place/89323	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Restaurant
http://tour-guide.org/resource/review/83733_r7	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/place/251322	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Attraction
https://example.org/tourguide/place/453235	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Place
http://tour-guide.org/resource/review/87481_r0	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
http://tour-guide.org/resource/place/86958	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://tour-guide.org/ontology#Place
https://example.org/tourguide/place/465905	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#POI
http://tour-guide.org/resource/review/85349_r30	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/place/467263	https://example.org/tourguide#locatedIn	https://example.org/tourguide/city/Paris
https://example.org/tourguide/tourist/8	https://example.org/tourguide#wroteReview	https://example.org/tourguide/review/8_14
http://tour-guide.org/resource/place/88553	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://tour-guide.org/ontology#Place
http://tour-guide.org/resource/review/86288_r0	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/place/83883	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Attraction
https://example.org/tourguide/tourist/5	https://example.org/tourguide#wroteReview	https://example.org/tourguide/review/5_5
https://example.org/tourguide/place/250689	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Place
http://tour-guide.org/resource/review/91211_r37	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
http://tour-guide.org/resource/review/83417_r18	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/place/304867	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Restaurant
http://tour-guide.org/resource/review/87063_r2	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/review/6_5	https://example.org/tourguide#aboutPlace	https://example.org/tourguide/place/84010
https://example.org/tourguide/place/86649	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Attraction
https://example.org/tourguide/place/89379	https://example.org/tourguide#locatedIn	https://example.org/tourguide/city/Paris
https://example.org/tourguide/place/87093	https://example.org/tourguide#locatedIn	https://example.org/tourguide/city/Paris
http://tour-guide.org/resource/review/83798_r12	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/place/250344	https://example.org/tourguide#hasTopic	https://example.org/tourguide#Culture
https://example.org/tourguide/place/457222	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Place
http://tour-guide.org/resource/review/91211_r214	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/place/250929	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Place
https://example.org/tourguide/place/305241	https://example.org/tourguide#hasTopic	https://example.org/tourguide#Food
http://tour-guide.org/resource/review/88559_r0	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
http://tour-guide.org/resource/review/83449_r5	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
http://tour-guide.org/resource/place/84101	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://tour-guide.org/ontology#Place
http://tour-guide.org/resource/place/85129	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://tour-guide.org/ontology#Place
https://example.org/tourguide/place/86091	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Place
https://example.org/tourguide/place/91359	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Place
https://example.org/tourguide/place/84689	https://example.org/tourguide#locatedIn	https://example.org/tourguide/city/Paris
http://tour-guide.org/resource/review/91211_r3	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
http://tour-guide.org/resource/review/84196_r4	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
http://tour-guide.org/resource/review/83426_r21	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/place/85964	https://example.org/tourguide#locatedIn	https://example.org/tourguide/city/Paris
https://example.org/tourguide/place/83684	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Place
https://example.org/tourguide/place/304870	https://example.org/tourguide#locatedIn	https://example.org/tourguide/city/Paris
http://tour-guide.org/resource/review/83383_r5	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Review
https://example.org/tourguide/place/250839	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	https://example.org/tourguide#Attraction
