address,category,id,lat,lng,location,name,originalId,polarity,subCategory,details,reviews
"5 Rue du Renard",restaurant,83254,48.857730533006,2.351621389389,Paris,McDonald's,4ac0ca73f964a5208c9420e3,0,"Fast Food Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83254,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83254
"45 boulevard Raspail",restaurant,83273,48.851331291125,2.3272562026978,Paris,"Hôtel Lutetia",4adcda00f964a520b93021e3,0,Hotel,http://tour-pedia.org/api/getPlaceDetails?id=83273,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83273
83360,Alcar,"25 Rue de Buci, Paris, France",restaurant,Paris,48.853738,2.336777,http://tour-pedia.org/api/getPlaceDetails?id=83360,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83360
83393,"Deli's café","5 Boulevard Poissonnière, Paris, France",restaurant,Paris,48.870727,2.347095,http://tour-pedia.org/api/getPlaceDetails?id=83393,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83393
"2 rue Cambon",restaurant,83404,48.866415332931,2.3253572898668,Paris,Flottes,4adcda06f964a520d93221e3,0,"French Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83404,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83404
83408,"Le Congrès Maillot","80 Avenue de la Grande Armée, Paris, France",restaurant,Paris,48.877481,2.28435,http://tour-pedia.org/api/getPlaceDetails?id=83408,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83408
"18 rue Vavin",restaurant,83412,48.843868593865,2.3307001590729,Paris,"Café Vavin",4adcda06f964a520eb3221e3,0,Café,http://tour-pedia.org/api/getPlaceDetails?id=83412,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83412
"80 Boulevard Macdonald",restaurant,83419,48.896621743257,2.3860357589657,Paris,"Peña Festayre",4adcda06f964a520fd3221e3,0,"Spanish Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83419,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83419
83430,"Café des Deux Moulins","15 Rue Lepic, Paris, France",restaurant,Paris,48.88493,2.333691,http://tour-pedia.org/api/getPlaceDetails?id=83430,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83430
"Port de la Gare",restaurant,83454,48.834462663329,2.3775989069243,Paris,"La Dame de Canton",4adcda08f964a520c73321e3,0,"French Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83454,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83454
"3 Place Clément Ader",restaurant,83622,48.851513,2.277925,Paris,"Zebra Square",4adcda11f964a520103621e3,0,"French Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83622,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83622
"2 Route de la Ferme",restaurant,83659,48.822740841108,2.4614904787744,Paris,"Paddock (Le)",4adcda12f964a520843621e3,0,"French Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83659,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83659
83662,"Le Murat","1 Boulevard Murat, Paris, France",restaurant,Paris,48.847882,2.259041,http://tour-pedia.org/api/getPlaceDetails?id=83662,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83662
"52 Rue Fabert",restaurant,83664,48.8582652503,2.3113980690908,Paris,L'Esplanade,4adcda12f964a520903621e3,0,"French Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83664,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83664
"213 Rue Saint-Honoré",restaurant,83666,48.86544,2.330906,Paris,"Water-Bar - Chez Colette",4adcda12f964a5209c3621e3,0,Lounge,http://tour-pedia.org/api/getPlaceDetails?id=83666,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83666
"Bois De Vincennes",restaurant,83680,48.837907283364,2.4408855164403,Paris,"La Chesnaie du Roy",4adcda14f964a520283721e3,0,"French Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83680,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83680
"16 rue Louis Bonnet",restaurant,83693,48.871213592572,2.3767513358919,Paris,"Pho Dong-Huong",4adcda15f964a5206d3721e3,0,"Vietnamese Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83693,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83693
"35 rue de la Fontaine au Roi",restaurant,83695,48.868377486043,2.37133287558,Paris,"La Caravane",4adcda15f964a5207a3721e3,0,Lounge,http://tour-pedia.org/api/getPlaceDetails?id=83695,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83695
83751,"Publicis Drugstore Brasserie","133 Avenue des Champs-Élysées, Paris, France",restaurant,Paris,48.872704,2.297025,http://tour-pedia.org/api/getPlaceDetails?id=83751,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83751
"Route de Suresnes",restaurant,83766,48.866699,2.233303,Paris,"Relais du Bois de Boulogne",4adcda22f964a520393a21e3,0,"French Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83766,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83766
"57 avenue de Clichy",restaurant,83778,48.887636069705,2.3254845024937,Paris,McDonald's,4aedd208f964a52039cf21e3,0,"Fast Food Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83778,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83778
"8 rue Tardieu",restaurant,83786,48.88413485,2.341635,Paris,"Café Chappe",4af1cdd3f964a5204ee321e3,0,"French Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83786,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83786
83799,"Starbucks Opera","26 Avenue de l'Opéra, Paris, France",restaurant,Paris,48.867262,2.333954,http://tour-pedia.org/api/getPlaceDetails?id=83799,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83799
"93 avenue Gambetta",restaurant,83809,48.86644037611,2.3997616767883,Paris,"Le Chantefable",4af6ffcef964a520a60422e3,0,"French Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83809,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83809
"39 Rue de Richelieu",restaurant,83814,48.865649037782,2.3368386387742,Paris,"H.A.N.D (Have A Nice Day)",4af7f8b4f964a520a10a22e3,0,"Burger Joint",http://tour-pedia.org/api/getPlaceDetails?id=83814,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83814
83818,Starbucks,"5 Rue de la Roquette, Paris, France",restaurant,Paris,48.853918,2.370767,http://tour-pedia.org/api/getPlaceDetails?id=83818,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83818
"42 bis Rue de Rivoli",restaurant,83820,48.856654049268,2.3555481433868,Paris,L’Étincelle,4afac61bf964a5209c1822e3,0,Café,http://tour-pedia.org/api/getPlaceDetails?id=83820,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83820
"2 rue d'Amsterdam",restaurant,83826,48.875709682355,2.3269879817963,Paris,Quick,4afd824ef964a520352822e3,0,"Fast Food Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=83826,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83826
"109 Rue de Bagnolet",restaurant,83829,48.859759906601,2.4027818441391,Paris,"Mama Shelter",4afdc6cdf964a520c02a22e3,0,Hotel,http://tour-pedia.org/api/getPlaceDetails?id=83829,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83829
83837,Starbucks,"21 Rue des Petits Carreaux, Paris, France",restaurant,Paris,48.867216,2.347233,http://tour-pedia.org/api/getPlaceDetails?id=83837,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83837
83839,Starbucks,"7 Boulevard Poissonnière, Paris, France",restaurant,Paris,48.870702,2.346831,http://tour-pedia.org/api/getPlaceDetails?id=83839,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83839
"15 rue Montalivet",restaurant,83868,48.8711087644,2.3183727264404,Paris,Bugsy's,4b092e36f964a520961423e3,0,Bar,http://tour-pedia.org/api/getPlaceDetails?id=83868,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83868
